,name,phone,link
241,Avalanche Safety Solutions,+1 250-344-8606,http://www.avalanchesafety.ca/
242,Sport Chek,+1 604-922-3336,https://www.sportchek.ca/stores/park-royal.html?utm_source=Organic%20Search&utm_medium=LSS
243,CMP Sports,+1 250-774-2944,https://www.google.com/search?q=outdoor+sport+stores+in+british+columbia&rlz=1C1CHBF_enKE923KE927&biw=1036&bih=538&sz=0&tbm=lcl&ei=BPwBYs7lKIzokgXsn6uwCw&oq=outdoor+sport+stores+in+british+columbia&gs_l=psy-ab.12...0.0.0.7398.0.0.0.0.0.0.0.0..0.0....0...1c..64.psy-ab..0.0.0....0.QEn4-y_QP6I#
244,Sport Chek,+1 250-746-6332,https://www.sportchek.ca/stores/duncan-mall.html?utm_source=Organic%20Search&utm_medium=LSS
245,Backcountry,+1 250-785-1461,http://backcountryfsj.com/
246,Sport Chek,+1 250-334-4676,https://www.sportchek.ca/stores/courtenay.html?utm_source=Organic%20Search&utm_medium=LSS
247,Patagonia,+1 604-732-8670,https://www.patagonia.ca/patagonia-vancouver-canada/store_735639866.html
248,Valhalla Pure Outfitters New Denver,+1 250-358-7755,http://vpo.ca/t-VPO.StoreLocator.New%20Denver.aspx
249,Patagonia Whistler,+1 604-932-2526,https://www.google.com/search?q=outdoor+sport+stores+in+british+columbia&rlz=1C1CHBF_enKE923KE927&biw=1036&bih=538&sz=0&tbm=lcl&ei=BPwBYs7lKIzokgXsn6uwCw&oq=outdoor+sport+stores+in+british+columbia&gs_l=psy-ab.12...0.0.0.7398.0.0.0.0.0.0.0.0..0.0....0...1c..64.psy-ab..0.0.0....0.QEn4-y_QP6I#
250,Unbound Gear & Apparel,+1 778-634-3327,https://www.google.com/search?q=outdoor+sport+stores+in+british+columbia&rlz=1C1CHBF_enKE923KE927&biw=1036&bih=538&sz=0&tbm=lcl&ei=BPwBYs7lKIzokgXsn6uwCw&oq=outdoor+sport+stores+in+british+columbia&gs_l=psy-ab.12...0.0.0.7398.0.0.0.0.0.0.0.0..0.0....0...1c..64.psy-ab..0.0.0....0.QEn4-y_QP6I#
251,Sport Chek,+1 250-426-5090,https://www.sportchek.ca/stores/cranbrook.html?utm_source=Organic%20Search&utm_medium=LSS
252,Sport Chek,+1 604-454-9396,https://www.sportchek.ca/stores/metropolis-metrotown.html?utm_source=Organic%20Search&utm_medium=LSS
253,Lone Butte Sporting Goods,+1 250-395-2217,http://www.lbsportinggoods.com/
254,Sport Chek,+1 604-870-8944,https://www.sportchek.ca/stores/sevenoaks-shopping-centre.html?utm_source=Organic%20Search&utm_medium=LSS
255,Survival and Outdoor Specialty Gear,+1 778-225-0500,http://sosgear.ca/
256,"Innerspace Watersports, Inc.",+1 250-763-2040,http://innerspacewatersports.com/
257,Bucky's Sport Shop Ltd,+1 250-746-4923,https://buckys-sports.com/
258,Corlane Sporting Goods Ltd,+1 250-782-2111,http://www.corlanes.com/
259,Sport Chek,+1 250-860-7669,https://www.sportchek.ca/stores/kelowna.html?utm_source=Organic%20Search&utm_medium=LSS
260,Trail Bay Source For Sports,+1 604-885-2512,https://www.sourceforsports.ca/pages/trail-bay-source-for-sports-sechelt
261,All Seasons Source For Sports,+1 250-635-2982,https://www.sourceforsports.ca/pages/all-seasons-source-for-sports-terrace
262,STRUB Activewear,+1 604-899-0899,http://www.strub.ca/
263,Island Outfitters Ltd.,+1 250-475-4969,http://www.islandoutfitters.ca/
264,L.L.Bean,+1 250-220-7347,https://www.llbean.ca/Victoria.html
265,Mawson’s Sports,+1 250-428-4130,https://www.google.com/search?q=outdoor+sport+stores+in+british+columbia&rlz=1C1CHBF_enKE923KE927&biw=1036&bih=538&sz=0&tbm=lcl&ei=BPwBYs7lKIzokgXsn6uwCw&oq=outdoor+sport+stores+in+british+columbia&gs_l=psy-ab.12...0.0.0.7398.0.0.0.0.0.0.0.0..0.0....0...1c..64.psy-ab..0.0.0....0.QEn4-y_QP6I#
266,"Knives, Knives, Knives!",+1 604-812-8376,N/A
267,Local Supply Co.,+1 250-847-5388,http://localsupplyco.ca/
268,"Lockhart Tactical - Miltary, Law Enforcement, Outdoor Equipment, Safety Gear, Bear Protection, Signalling Flares",+1 250-715-7290,http://www.lockharttactical.com/STATAS
269,Trampoline Shop,+1 604-576-8050,https://trampolineshop.com/
270,Timberland Sport Ctr Ltd,+1 250-956-3544,https://www.timberlandsports.ca/
271,Rent Outdoors,+1 604-357-4770,N/A
272,Sport Chek,+1 250-847-1650,https://www.sportchek.ca/stores/smithers-mall.html?utm_source=Organic%20Search&utm_medium=LSS
273,North Road Sports Ltd,+1 250-247-9998,http://www.northroadsports.com/
274,Fjällräven Victoria,+1 250-590-4422,http://www.fjallraven.us/
275,Sport Chek,+1 250-390-1581,https://www.sportchek.ca/stores/woodgrove-centre.html?utm_source=Organic%20Search&utm_medium=LSS
276,Mallard's Source For Sports,+1 250-365-5588,https://www.sourceforsports.ca/pages/mallards-source-for-sports-castlegar
277,Gerick Cycle & Sports,+1 250-364-1661,https://www.google.com/search?q=outdoor+sport+stores+in+british+columbia&rlz=1C1CHBF_enKE923KE927&biw=1036&bih=538&sz=0&tbm=lcl&ei=BPwBYs7lKIzokgXsn6uwCw&oq=outdoor+sport+stores+in+british+columbia&gs_l=psy-ab.12...0.0.0.7398.0.0.0.0.0.0.0.0..0.0....0...1c..64.psy-ab..0.0.0....0.QEn4-y_QP6I#
278,Snowpack Outdoor Experiences Ltd,+1 250-352-6411,https://www.snowpack.ca/
279,Country Wide Sports,+1 250-845-0022,https://m.facebook.com/Countrywide-Sports-219606964740803/?ref=page_internal&mt_nav=0
280,Western Canoeing and Kayaking,+1 604-853-9320,https://westerncanoekayak.com/
281,POCO Military and Outdoor Supplies,+1 778-278-2205,https://www.pocomilitary.com/
282,Fjällräven Kitsilano,+1 778-379-6057,http://www.fjallraven.com/
283,Alpha Adventures- Outdoor Adventure Store,+1 604-885-8838,http://www.outdooradventurestore.ca/
284,Party-Pads.com,+1 250-300-8768,N/A
285,North Shore Sports Swap,+1 604-983-2272,http://www.nvansportsswap.ca/
286,GUN FISHIN,+1 250-378-9046,https://www.facebook.com/GUNFISHIN/
287,Sea-Sport Outboard Marina Ltd,+1 250-624-5337,http://www.seasport.ca/
288,Surplus Herby's,+1 800-663-2887,http://www.surplusherbys.com/
289,Gerick Sports,+1 250-426-6171,http://www.gericksports.com/
290,Patagonia Victoria,+1 778-406-0660,http://www.patagoniaelements.ca/
291,Antler Creek Outfitters,+1 250-769-6565,http://www.antlercreekoutfitters.ca/
292,Cheapskates,+1 604-222-1125,http://cheapskatesvancouver.com/
293,BlackTusk Paddleboards,+1 604-907-9371,https://www.blacktuskpaddleboards.com/
294,Columbia Factory Store,+1 778-383-9408,https://stores.columbia.com/richmond-factory-store
295,Time Out Source For Sports,+1 604-980-9211,https://www.timeoutsports.ca/
296,The Rockies Collection,N/A,https://www.therockiescollection.com/
297,Mad Dog's Ski & Board Abbotsford,+1 604-859-4112,https://maddogsskiandboard.ca/
298,Sportstop Source For Sports,+1 604-932-5495,https://www.evo.com/en-ca/locations/whistler/sportstop?utm_source=GMBlisting&utm_medium=organic
299,GearHub Sports,+1 250-423-5555,https://www.gearhub.ca/
300,Pacific Boarder,+1 604-734-7245,http://www.pacificboarder.com/
301,Peak Performance Clothing Store Whistler,+1 604-905-1183,http://www.peak-whistler.com/
302,Capra Running,+1 604-390-2786,https://www.capra.run/
303,Surplus Herby's,+1 800-665-4533,http://www.surplusherbys.com/
304,"Aquabatics Kayaks, Canoes & Paddleboards",+1 250-847-3678,https://aquabatics-smithers.shoplightspeed.com/
305,Boomtown Sports Inc.,+1 250-505-5055,http://boomtownsports.com/
306,Columbia Cycle & Ski,+1 250-342-6164,http://www.columbiacycle.ca/
307,West Coast Hunting Supplies Inc.,+1 604-279-9956,http://westcoasthunting.ca/
308,Boorman Archery,+1 604-524-1674,https://boormanarchery.com/
309,Sun Valley Source For Sports,+1 250-542-2852,https://www.sourceforsports.ca/pages/sun-valley-source-for-sports-vernon
310,Kaslo Adventure Centre,+1 250-353-1925,http://www.kasloadventurecentre.com/
311,Westley Military Surplus,+1 604-521-8883,http://www.westleysurplus.com/
312,BC Outdoors Magazine,+1 604-820-3400,https://www.bcoutdoorsmagazine.com/
313,Frank's Supermarket,+1 250-747-2092,https://m.facebook.com/frankssm
314,Play It Again Sports,+1 778-484-0048,http://www.playitagainsportskelowna.com/
315,Trout Waters Fly & Tackle,+1 250-860-2262,http://www.troutwaters.ca/
316,Sundance Trampolines,+1 604-683-4331,http://sundancetrampolines.com/
317,Ocean River Sports,+1 250-381-4233,https://www.oceanriver.com/
318,The Hockey Shop Source For Sports,+1 604-589-8299,http://www.thehockeyshop.com/
319,Rack Attack Kelowna,+1 778-721-0360,https://www.rackattack.com/store/kelowna/
320,Forest Power Sports,+1 250-563-1021,https://www.forestpowersports.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB-service
321,Oscar's Source For Adventure,+1 250-847-3377,http://oscarssports.com/
322,Evergreen Industrial Supplies,+1 250-847-4456,http://evergreenindustrial.ca/?utm_source=google&utm_medium=organic&utm_campaign=GMB-service
323,Joint Force Tactical,+1 604-705-0600,https://www.jointforcetactical.com/
324,Fresh Air Kelowna - Harvey,+1 250-763-9544,http://www.freshair.ca/?utm_source=google&utm_medium=organic&utm_campaign=gmb-freshairharvey
325,Outdoor Adventures,+1 250-692-3777,http://loveburnslake.com/businesses/outdoor-adventures
326,Fish Tales Tackle Shop,+1 778-764-2327 ext. 5,https://www.fishtalesterrace.com/
327,Play Stores Inc.,+1 250-762-9023,https://www.playstores.ca/
328,Outer Coast Outfitters,+1 250-622-2029,http://outercoast.ca/
329,Fitness Superstore,+1 778-766-2441,http://www.fitness-superstore.ca/
330,Canadian Tire,+1 250-847-3117,https://www.canadiantire.ca/en/store-details/bc/smithers-bc.store.html?utm_source=google&utm_medium=lss&utm_content=631
331,Marty's Mountain Cycle: MMC,+1 250-383-3337,https://www.martysmountaincycle.com/
332,Panther Paintball & Airsoft Sports Park,+1 604-533-0890,http://www.pantherpaintball.com/
333,Canadian Tire,+1 250-635-7178,https://www.canadiantire.ca/en/store-details/bc/terrace-bc.store.html?utm_source=google&utm_medium=lss&utm_content=486
334,Monod Sports Ltd,+1 403-762-4571,https://www.monodsports.com/
335,7R Outdoors,N/A,https://7routdoors.com/
336,Storm The Tofino Surf Shop,+1 250-725-3344,https://stormcanada.ca/
337,North Beach Surf Shop,+1 250-626-7873,http://northbeachsurfshop.com/
338,Golf Ball Planet,+1 877-453-2255,https://golfballplanet.com/
339,Barrett Hat Hiking Trail,+1 250-845-2238,http://houstonhikers.ca/
340,Canadian Tire,+1 604-532-4411,https://www.canadiantire.ca/en/store-details/bc/langley-bc.store.html?utm_source=google&utm_medium=lss&utm_content=426
341,Life Cycles Bike Shop,+1 604-859-2453,http://www.lifecyclesbikes.com/
342,Canadian Tire,+1 250-964-8258,https://www.canadiantire.ca/en/store-details/bc/prince-george-bc0.store.html?utm_source=google&utm_medium=lss&utm_content=360
343,Kelowna Cycle,+1 250-762-2453,https://www.kelownacycle.ca/
344,Vancouver Water Adventures LTD.,+1 604-736-5155,http://www.vancouverwateradventures.com/
345,Earthern Ware Ltd,+1 250-567-4800,https://www.google.com/search?q=outdoor+sport+stores+in+british+columbia&rlz=1C1CHBF_enKE923KE927&biw=1036&bih=538&sz=0&tbm=lcl&ei=BPwBYs7lKIzokgXsn6uwCw&oq=outdoor+sport+stores+in+british+columbia&gs_l=psy-ab.12...0.0.0.7398.0.0.0.0.0.0.0.0..0.0....0...1c..64.psy-ab..0.0.0....0.QEn4-y_QP6I#
346,Prince George Motorsports,+1 250-562-4151,http://pgmotorsports.ca/
347,Canadian Tire,+1 250-782-9552,https://www.canadiantire.ca/en/store-details/bc/dawson-creek-bc.store.html?utm_source=google&utm_medium=lss&utm_content=661
348,Canadian Tire,+1 604-982-9100,https://www.canadiantire.ca/en/store-details/bc/north-vancouver-main-bc.store.html?utm_source=google&utm_medium=lss&utm_content=601
349,Canadian Tire,+1 250-374-9747,https://www.canadiantire.ca/en/store-details.bc.kamloops-south-bc.html?utm_source=google&utm_medium=lss&utm_content=355
350,Winners,+1 250-635-0883,https://www.winners.ca/
351,Unightie,+1 403-988-3106,http://www.unightie.com/
352,Walmart Supercentre,+1 250-615-4728,https://www.walmart.ca/en/stores-near-me/terrace-store-5834?utm_source=local&utm_medium=listings&utm_campaign=sc&cmpid=gmb
353,North Fork Tactical,+1 360-208-0346,http://www.northforktactical.com/
354,Sea to Sky Gondola,+1 604-892-2550,https://www.seatoskygondola.com/
355,What's In Store,+1 250-632-2354,https://www.google.com/search?q=outdoor+sport+stores+in+british+columbia&rlz=1C1CHBF_enKE923KE927&biw=1036&bih=538&sz=0&tbm=lcl&ei=BPwBYs7lKIzokgXsn6uwCw&oq=outdoor+sport+stores+in+british+columbia&gs_l=psy-ab.12...0.0.0.7398.0.0.0.0.0.0.0.0..0.0....0...1c..64.psy-ab..0.0.0....0.QEn4-y_QP6I#
356,Glamping Dome Store | Glamping Geodesic Domes | Restaurant Domes | Geodesic Event Domes | Dome Tent Kits,+1 855-713-3663,http://www.glampingdomestore.com/
357,Atmosphere,+1 204-275-2775,https://www.atmosphere.ca/
358,Atmosphere Canada,+1 204-772-2822,https://www.atmosphere.ca/stores/polo-park-north.html?utm_source=Organic%20Search&utm_medium=LSS
359,Harvester Outdoors,+1 888-321-5728,https://www.google.com/search?q=outdoor+sport+stores+in+manitoba&rlz=1C1CHBF_enKE923KE927&biw=1036&bih=538&sz=0&tbm=lcl&ei=SAECYvDMH7LBlAbzt7_IBg&oq=outdoor+sport+stores+in+manitoba&gs_l=psy-ab.12...0.0.0.7449.0.0.0.0.0.0.0.0..0.0....0...1c..64.psy-ab..0.0.0....0.xir13P1pTQI#
360,MEC Winnipeg,+1 204-943-4202,https://www.mec.ca/en/stores/winnipeg?utm_medium=organic&utm_source=google&utm_campaign=my-business-listings&utm_content=winnipeg
361,Cabela's Winnipeg,+1 204-786-8966,http://www.cabelas.ca/find-a-store/winnipeg/1
362,Sport Chek,+1 204-275-2775,https://www.sportchek.ca/stores/linden-ridge.html?utm_source=Organic%20Search&utm_medium=LSS
363,Wilderness Supply,+1 204-783-9555,http://www.wildernesssupply.ca/
364,LOTW Sports Headquarters (Winnipeg),+1 204-221-7488,https://sportsheadquarters.ca/
365,Sport Chek,+1 204-669-0808,https://www.sportchek.ca/stores/kildonan.html?utm_source=Organic%20Search&utm_medium=LSS
366,Sport Chek,+1 204-257-7418,https://www.sportchek.ca/stores/st-vital-centre.html?utm_source=Organic%20Search&utm_medium=LSS
367,Mountain Warehouse,+1 204-453-4884,https://www.mountainwarehouse.com/ca/stores/wpg/winnipeg/
368,CSI Sporting Goods Canada,+1 204-284-1874,http://csisports.ca/
369,Sport Chek,+1 204-772-9541,https://www.sportchek.ca/stores/polo-park.html?utm_source=Organic%20Search&utm_medium=LSS
370,The Prairie Summit Shop Winnipeg / The North Face,+1 204-284-8631,http://www.prairiesummitshop.com/
371,Royal Sports,+1 204-453-7437,https://sportsexcellence.com/en_ca/
372,Tamarack Casual and Outdoor Clothing,+1 204-944-9287,http://tamarackclothing.com/
373,Sport Chek,+1 204-888-4554,https://www.sportchek.ca/stores/unicity.html?utm_source=Organic%20Search&utm_medium=LSS
374,FXR Factory Outlet Super Store - Winnipeg,+1 204-586-2397,http://ca.fxrracing.com/
375,Sport Chek,+1 204-725-2545,https://www.sportchek.ca/stores/brandon-shoppers-world.html?utm_source=Organic%20Search&utm_medium=LSS
376,Home Run Sports | Kahunaverse Sports Group,+1 204-255-7687,http://www.kahunaverse.com/
377,Pembina Source For Sports,+1 204-275-3406,https://www.sourceforsports.ca/pages/pembina-source-for-sports-winnipeg
378,Lifesport Ltd,+1 204-475-2352,http://www.lifesportshops.com/
379,Rat River Outdoors Inc.,+1 204-433-3087,http://ratriveroutdoors.com/
380,Sport Chek,+1 204-785-9620,https://www.sportchek.ca/stores/selkirk.html?utm_source=Organic%20Search&utm_medium=LSS
381,Jo-Brook Firearms,+1 204-727-3552,https://www.jobrookoutdoors.com/
382,Sport Chek,+1 204-320-1984,https://www.sportchek.ca/stores/clearspring-centre.html?utm_source=Organic%20Search&utm_medium=LSS
383,Urban Tactical (Winnipeg),+1 204-989-1001,https://www.urbantactical.com/
384,Play It Again Sports Winnipeg North,+1 204-334-7771,https://www.playitagainsports.com/locations/winnipeg-mb-north
385,Sampson's Sporting Life Ltd,+1 204-453-5652,http://www.sampsonsportinglife.ca/
386,Source For Sports,+1 204-326-3631,https://www.sourceforsports.ca/pages/source-for-sports-steinbach
387,Play It Again Sports South,+1 204-256-1115,http://www.playitagainsportswinnipeg.com/
388,Interlake Outdoors,+1 204-461-3320,https://www.google.com/search?q=outdoor+sport+stores+in+manitoba&rlz=1C1CHBF_enKE923KE927&biw=1036&bih=538&sz=0&tbm=lcl&ei=SAECYvDMH7LBlAbzt7_IBg&oq=outdoor+sport+stores+in+manitoba&gs_l=psy-ab.12...0.0.0.7449.0.0.0.0.0.0.0.0..0.0....0...1c..64.psy-ab..0.0.0....0.xir13P1pTQI#
389,Fehr's Sporting Goods Inc.,+1 431-205-6333,http://www.fehrssportinggoods.com/
390,MacDonalds Sporting Goods,+1 204-857-3496,http://www.macdonaldsportinggoods.com/
391,adidas Outlet Store Winnipeg,+1 204-475-0550,https://go.adidas.com/ihha/11c0ab86
392,Stream N Wood,+1 204-727-2767,http://www.streamnwood.com/
393,Dominion Outdoors,+1 204-325-4110,http://www.dominionoutdoors.ca/
394,Champs Sports,+1 204-774-8149,https://stores.champssports.ca/ca/mb/winnipeg/1485-portage-ave
395,Winnipeg Outfitters Inc.,+1 800-665-0193,http://www.outfitters.ca/
396,Mark's,+1 204-663-4824,https://www.marks.com/en/stores/winnipeg-2-1580-regent-avenue-w-u6-crossroads-station-shopping-ctr.html?utm_source=Google&utm_medium=GMB&utm_campaign=GMB_Listing
397,Alter Ego Sports,+1 204-475-4908,http://alteregosports.com/
398,Brandon Source For Sports,+1 204-727-0756,https://www.sourceforsports.ca/pages/brandon-source-for-sports
399,Royal Sports Raleigh,+1 204-668-4584,https://sportsexcellence.com/en_ca/retailer/7846.html
400,Stonybrook paddle,+1 204-381-7047,N/A
401,Under Armour Factory House,+1 204-452-3143,https://store-locations.underarmour.com/mb/winnipeg/UAFH-555SLPS315/?utm_source=google&utm_medium=organic&utm_campaign=maps/
402,Doug's Source For Sports,+1 204-677-1888,https://www.sourceforsports.ca/pages/dougs-source-for-sports-thompson
403,Mark's,+1 204-488-7922,https://www.marks.com/en/stores/kenaston-1585-kenaston-blvd.html?utm_source=Google&utm_medium=GMB&utm_campaign=GMB_Listing
404,LOTW Sports Headquarters (Kenora),+1 807-468-4637,https://sportsheadquarters.ca/
405,WSL Sport & Leisure,+1 204-987-5640,http://www.wslsport.com/
406,Mark's,+1 204-256-5092,https://www.marks.com/en/stores/winnipeg-4-785-dakota-street.html?utm_source=Google&utm_medium=GMB&utm_campaign=GMB_Listing
407,Olympic Source For Sports,+1 204-822-5874,https://www.sourceforsports.ca/pages/olympic-source-for-sports-morden
408,Mark's,+1 204-783-1471,https://www.marks.com/en/stores/winnipeg-1-120-600-empress-street.html?utm_source=Google&utm_medium=GMB&utm_campaign=GMB_Listing
409,Black's Cycle & Sporting Goods Ltd,+1 204-638-4751,https://www.google.com/search?q=outdoor+sport+stores+in+manitoba&rlz=1C1CHBF_enKE923KE927&biw=1036&bih=538&sz=0&tbm=lcl&ei=SAECYvDMH7LBlAbzt7_IBg&oq=outdoor+sport+stores+in+manitoba&gs_l=psy-ab.12...0.0.0.7449.0.0.0.0.0.0.0.0..0.0....0...1c..64.psy-ab..0.0.0....0.xir13P1pTQI#
410,Eddie Bauer,+1 204-786-2110,https://www.eddiebauer.ca/
411,Headingley Sport Shop,+1 204-889-5377,https://www.headingleysport.com/
412,Mark's,+1 204-338-6789,https://www.marks.com/en/stores/winnipeg-north-915-leila-avenue.html?utm_source=Google&utm_medium=GMB&utm_campaign=GMB_Listing
413,Enns Brothers Winnipeg East,+1 204-233-3667,http://ennsbros.com/
414,Ironman Outdoor Curling,+1 204-831-8816,http://ironmancurling.com/
415,Canadian Tire,+1 204-269-9630,https://www.canadiantire.ca/en/store-details/mb/winnipeg-kenaston-mb.store.html?utm_source=google&utm_medium=lss&utm_content=223
416,Dembos Kick It,+1 204-687-8577,https://www.facebook.com/kickitflinflon/
417,Canadian Tire,+1 204-254-5169,https://www.canadiantire.ca/en/store-details/mb/winnipeg-st-boniface-mb.store.html
418,Corydon Cycle & Sports,+1 204-452-6531,https://www.facebook.com/pages/category/Bicycle-Shop/Corydon-Cycle-Sports-254714091250824/
419,Adventure Power Products Ltd,+1 204-878-3194,http://www.adventurepowerproducts.com/
420,Mark's,+1 204-785-1021,https://www.marks.com/en/stores/selkirk-1031-manitoba-avenue.html?utm_source=Google&utm_medium=GMB&utm_campaign=GMB_Listing
421,Canadian Tire,+1 204-233-8000,https://www.canadiantire.ca/en/store-details/mb/winnipeg-grant-park-mb.store.html?utm_source=google&utm_medium=lss&utm_content=929
422,Mark's,+1 204-725-1508,https://www.marks.com/en/stores/brandon-911-18-street-n-corral-centre.html?utm_source=Google&utm_medium=GMB&utm_campaign=GMB_Listing
423,Canadian Tire,+1 204-632-5212,https://www.canadiantire.ca/en/store-details/mb/winnipeg-mcphillips-mb.store.html?utm_source=google&utm_medium=lss&utm_content=345
424,Canadian Tire,+1 204-943-0311,https://www.canadiantire.ca/en/store-details.mb.winnipeg-polo-park-mb0.html?utm_source=google&utm_medium=lss&utm_content=248
425,Hudson's Bay,+1 204-255-1227,http://locations.thebay.com/en/hudsons-bay-st-vital
426,Hudson’s Bay,+1 204-975-3228,http://locations.thebay.com/en/hudsons-bay-polo-park
427,Northern Bicycle Co.,+1 204-837-6785,http://www.northernbicycle.ca/
428,Mark's,+1 204-677-8165,https://www.marks.com/en/stores/thompson-300-mystery-lake-road.html?utm_source=Google&utm_medium=GMB&utm_campaign=GMB_Listing
429,Canadian Tire,+1 204-888-0280,https://www.canadiantire.ca/en/store-details/mb/winnipeg-unicity-shopping-centre-mb.store.html?utm_source=google&utm_medium=lss&utm_content=252
430,Home & Garden RONA / Winnipeg (South),+1 204-487-7662,https://www.rona.ca/en/store/manitoba/winnipeg/home-garden-rona-winnipeg-south-64870?cm_mmc=organic_search-_-yext-_-gmb-_-website&utm_medium=organic_search&utm_source=yext&utm_campaign=gmb&utm_content=website&y_source=1_MzkxNzY3Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
431,Canadian Tire,+1 204-482-8473,https://www.canadiantire.ca/en/store-details/mb/selkirk-mb.store.html?utm_source=google&utm_medium=lss&utm_content=447
432,Home & Garden RONA / Winnipeg (Central),+1 204-774-7389,https://www.rona.ca/en/store/manitoba/winnipeg/home-garden-rona-winnipeg-central-64890?cm_mmc=organic_search-_-yext-_-gmb-_-website&utm_medium=organic_search&utm_source=yext&utm_campaign=gmb&utm_content=website&y_source=1_MzkxNzY4MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
433,Straight Bay Outdoors,N/A,N/A
434,Ocean Trail Source For Adventure,+1 506-855-2040,https://www.facebook.com/oceantrailsourceforadventure/?fref=ts
435,Outdoor Elements,+1 506-433-3060,http://www.shopoutdoorelements.ca/
436,The Armoury,N/A,https://www.google.com/search?q=outdoor+sport+stores+in+new+brunswick&rlz=1C1CHBF_enKE923KE927&biw=1036&bih=538&sz=0&tbm=lcl&ei=OQMCYs7pLI_8sAfwoJWIAw&oq=outdoor+sport+stores+in+new+brunswick&gs_l=psy-ab.12...0.0.0.6023.0.0.0.0.0.0.0.0..0.0....0...1c..64.psy-ab..0.0.0....0.WyJSuq0gv9c#
437,River & Trail Outdoor Co Inc,+1 506-849-7717,http://www.riverandtrail.ca/
438,Bass Pro Shops,+1 506-878-5200,https://www.cabelas.ca/find-a-store/dieppe/33?y_source=1_MzUzNjUyMi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
439,The Radical Edge,+1 844-459-3478,http://radicaledge.ca/
440,OutdoorsNB Inc,+1 506-650-4686,http://www.outdoorsnb.com/
441,Doiron Sports Excellence / Doiron Outfitters,+1 506-672-1288,http://www.doironsports.ca/
442,Miramichi-Pronature,+1 506-622-1818,http://www.groupepronature.ca/
443,Sport Chek,+1 506-474-0625,https://www.sportchek.ca/stores/regent-mall.html?utm_source=Organic%20Search&utm_medium=LSS
444,Fundy Outdoor Equipment,+1 506-609-3716,https://www.google.com/search?q=outdoor+sport+stores+in+new+brunswick&rlz=1C1CHBF_enKE923KE927&biw=1036&bih=538&sz=0&tbm=lcl&ei=OQMCYs7pLI_8sAfwoJWIAw&oq=outdoor+sport+stores+in+new+brunswick&gs_l=psy-ab.12...0.0.0.6023.0.0.0.0.0.0.0.0..0.0....0...1c..64.psy-ab..0.0.0....0.WyJSuq0gv9c#
445,Atlantic Outdoor,+1 506-387-3000,http://www.atlanticoutdoor.ca/
446,Sport Chek,+1 506-858-0160,https://www.sportchek.ca/stores/champlain-place.html?utm_source=Organic%20Search&utm_medium=LSS
447,Sport Chek,+1 506-382-9302,https://www.sportchek.ca/stores/northwest-centre.html?utm_source=Organic%20Search&utm_medium=LSS
448,The Kayak Exchange,+1 506-961-1326,http://www.kayakexchange.ca/
449,Maritime Source For Sports,+1 506-858-8421,https://www.sourceforsports.ca/pages/maritime-source-for-sports-moncton
450,Sport Chek,+1 506-778-1010,https://www.sportchek.ca/stores/miramichi.html?utm_source=Organic%20Search&utm_medium=LSS
451,Mountain Warehouse,+1 506-214-0730,https://www.mountainwarehouse.com/
452,Big River Sports & Equipment Ltd,+1 506-548-3333,http://bigriversports.ca/
453,Straight Bay Outdoors,,http://bigriversports.ca/
454,Ocean Trail Source For Adventure,,http://bigriversports.ca/
455,Outdoor Pros,+1 709-747-3734,http://www.outdoorpros.ca/
456,The Outfitters' Adventure Gear & Apparel,+1 709-747-4661,http://www.theoutfitters.nf.ca/
457,C & S Sports,+1 709-944-7690,http://www.cssports.ca/
458,"The Outfitters, Adventure Gear & Apparel",+1 709-579-4453,http://www.theoutfitters.nf.ca/
459,The Outdoor Shoppe | Sales & Rentals,+1 709-454-3383,http://www.theoutdoorshoppe.ca/?utm_source=google&utm_medium=organic&utm_campaign=GMB-service
460,Minipi Outfitters,+1 709-896-2891,http://www.minipioutfitters.com/
461,Good Buddy Sports,+1 800-563-2092,http://www.goodbuddysports.ca/
462,Atlantic Rivers Outfitting Company,+1 709-754-5923,https://www.atlanticrivers.com/
463,Mountain Warehouse,+1 709-221-0578,https://www.mountainwarehouse.com/ca/stores/ava/avalon-mall/
464,Barnes Sporting Goods,+1 709-634-2291,https://m.facebook.com/pages/Barnes-Sporting-Goods/125337330849484
465,Coastal Outdoors,+1 709-747-0159,https://www.livelifeoutdoors.com/
466,Blue Ridge Inc.,+1 709-535-6675,http://www.theoutdoorsupplystore.com/
467,Sports Unlimited,+1 709-489-1965,https://www.google.com/search?q=outdoor+sport+stores+in+newfoundland+and+labrador&rlz=1C1CHBF_enKE923KE927&biw=1036&bih=538&sz=0&tbm=lcl&ei=8wMCYtn-Bdj8sAeCvI6QBA&oq=outdoor+sport+stores+in+newfoundland+and+labrador&gs_l=psy-ab.12...0.0.0.5740.0.0.0.0.0.0.0.0..0.0....0...1c..64.psy-ab..0.0.0....0.lTA6rbUxFHQ#
468,Sport Chek,+1 709-364-7068,https://www.sportchek.ca/stores/village-shopping-centre.html?utm_source=Organic%20Search&utm_medium=LSS
469,D and A Outdoors,+1 709-520-7368,http://www.facebook.com/dandaoutdoors
470,Sport Chek,+1 709-552-1746,http://www.sportchek.ca/
